<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.19	05:09:00	1.07817	1.07817	1.07814	1.07815	20	0	0
2024.02.19	05:10:00	1.07814	1.07816	1.07812	1.07815	19	0	0
2024.02.19	05:11:00	1.07816	1.07817	1.07814	1.07817	30	0	0
2024.02.19	05:12:00	1.07818	1.07824	1.07818	1.07824	34	0	0
2024.02.19	05:13:00	1.07823	1.07826	1.07823	1.07826	24	0	0
2024.02.19	05:14:00	1.07825	1.07832	1.07825	1.07831	16	0	1
2024.02.19	05:15:00	1.07831	1.07832	1.07822	1.07822	10	0	0
2024.02.19	05:16:00	1.07823	1.07826	1.07817	1.07818	23	0	0
2024.02.19	05:17:00	1.07819	1.07819	1.07812	1.07817	16	0	1
2024.02.19	05:18:00	1.07816	1.07817	1.07812	1.07816	29	0	1
2024.02.19	05:19:00	1.07815	1.07819	1.07815	1.07816	38	0	0
2024.02.19	05:20:00	1.07815	1.07818	1.07815	1.07816	26	0	1
2024.02.19	05:21:00	1.07814	1.07815	1.07809	1.07814	42	0	1
2024.02.19	05:22:00	1.07815	1.07816	1.07813	1.07816	14	0	1
2024.02.19	05:23:00	1.07815	1.07816	1.07813	1.07813	9	0	2
2024.02.19	05:24:00	1.07813	1.07814	1.07810	1.07814	15	0	1
2024.02.19	05:25:00	1.07815	1.07821	1.07815	1.07821	9	0	1
2024.02.19	05:26:00	1.07820	1.07822	1.07820	1.07822	10	0	0
2024.02.19	05:27:00	1.07820	1.07820	1.07815	1.07817	19	0	1
2024.02.19	05:28:00	1.07816	1.07816	1.07813	1.07815	6	0	1
2024.02.19	05:29:00	1.07815	1.07822	1.07815	1.07820	11	0	1
2024.02.19	05:30:00	1.07821	1.07821	1.07806	1.07807	25	0	0
2024.02.19	05:31:00	1.07808	1.07814	1.07800	1.07800	22	0	0
2024.02.19	05:32:00	1.07800	1.07802	1.07796	1.07796	24	0	0
2024.02.19	05:33:00	1.07796	1.07800	1.07795	1.07796	24	0	0
2024.02.19	05:34:00	1.07797	1.07799	1.07789	1.07796	25	0	0
2024.02.19	05:35:00	1.07796	1.07798	1.07795	1.07795	16	0	1
2024.02.19	05:36:00	1.07794	1.07794	1.07789	1.07791	32	0	1
2024.02.19	05:37:00	1.07792	1.07794	1.07790	1.07791	10	0	0
2024.02.19	05:38:00	1.07790	1.07792	1.07789	1.07791	10	0	2
2024.02.19	05:39:00	1.07790	1.07795	1.07790	1.07793	11	0	0
2024.02.19	05:40:00	1.07794	1.07795	1.07793	1.07795	10	0	0
2024.02.19	05:41:00	1.07796	1.07798	1.07792	1.07795	12	0	1
2024.02.19	05:42:00	1.07795	1.07796	1.07790	1.07790	10	0	0
2024.02.19	05:43:00	1.07791	1.07791	1.07789	1.07790	12	0	1
2024.02.19	05:44:00	1.07790	1.07793	1.07790	1.07790	25	0	0
2024.02.19	05:45:00	1.07790	1.07792	1.07788	1.07792	12	0	0
2024.02.19	05:46:00	1.07791	1.07791	1.07785	1.07785	15	0	0
2024.02.19	05:47:00	1.07785	1.07786	1.07778	1.07779	25	0	0
2024.02.19	05:48:00	1.07778	1.07778	1.07775	1.07776	13	0	0
2024.02.19	05:49:00	1.07776	1.07779	1.07775	1.07778	12	0	0
2024.02.19	05:50:00	1.07778	1.07778	1.07774	1.07775	10	0	1
2024.02.19	05:51:00	1.07773	1.07775	1.07769	1.07769	8	0	1
2024.02.19	05:52:00	1.07769	1.07770	1.07766	1.07766	6	0	1
2024.02.19	05:53:00	1.07764	1.07766	1.07763	1.07764	11	0	0
2024.02.19	05:54:00	1.07764	1.07765	1.07763	1.07764	15	0	1
2024.02.19	05:55:00	1.07764	1.07766	1.07761	1.07762	20	0	0
2024.02.19	05:56:00	1.07761	1.07761	1.07754	1.07754	17	0	0
2024.02.19	05:57:00	1.07754	1.07754	1.07750	1.07753	8	0	1
2024.02.19	05:58:00	1.07754	1.07754	1.07750	1.07752	10	0	1
2024.02.19	05:59:00	1.07751	1.07754	1.07751	1.07754	10	0	0
2024.02.19	06:00:00	1.07754	1.07754	1.07750	1.07750	6	0	2
2024.02.19	06:01:00	1.07751	1.07755	1.07750	1.07750	19	0	1
2024.02.19	06:02:00	1.07750	1.07751	1.07749	1.07751	20	0	0
2024.02.19	06:03:00	1.07750	1.07754	1.07749	1.07749	28	0	0
2024.02.19	06:04:00	1.07750	1.07752	1.07749	1.07751	28	0	0
2024.02.19	06:05:00	1.07752	1.07758	1.07752	1.07756	30	0	1
2024.02.19	06:06:00	1.07757	1.07761	1.07756	1.07758	40	0	0
2024.02.19	06:07:00	1.07759	1.07759	1.07756	1.07759	21	0	1
2024.02.19	06:08:00	1.07758	1.07759	1.07755	1.07756	5	0	0
2024.02.19	06:09:00	1.07757	1.07759	1.07755	1.07755	27	0	1
2024.02.19	06:10:00	1.07756	1.07756	1.07753	1.07753	18	0	2
2024.02.19	06:11:00	1.07754	1.07758	1.07753	1.07757	18	0	0
2024.02.19	06:12:00	1.07756	1.07761	1.07754	1.07761	20	0	0
2024.02.19	06:13:00	1.07761	1.07762	1.07759	1.07761	15	0	0
2024.02.19	06:14:00	1.07760	1.07761	1.07757	1.07757	22	0	1
2024.02.19	06:15:00	1.07756	1.07756	1.07755	1.07756	5	0	1
2024.02.19	06:16:00	1.07757	1.07757	1.07756	1.07756	4	0	1
2024.02.19	06:17:00	1.07756	1.07777	1.07752	1.07775	64	0	0
2024.02.19	06:18:00	1.07775	1.07775	1.07769	1.07771	24	0	0
2024.02.19	06:19:00	1.07770	1.07771	1.07770	1.07771	2	0	0
2024.02.19	06:20:00	1.07771	1.07771	1.07766	1.07766	6	0	0
2024.02.19	06:21:00	1.07766	1.07766	1.07765	1.07766	3	0	0
2024.02.19	06:22:00	1.07766	1.07768	1.07766	1.07766	5	0	0
2024.02.19	06:23:00	1.07766	1.07766	1.07764	1.07766	5	0	0
2024.02.19	06:24:00	1.07766	1.07774	1.07766	1.07774	15	0	0
2024.02.19	06:25:00	1.07774	1.07774	1.07769	1.07769	10	0	1
2024.02.19	06:26:00	1.07769	1.07770	1.07766	1.07770	9	0	1
2024.02.19	06:27:00	1.07770	1.07771	1.07769	1.07771	12	0	1
2024.02.19	06:28:00	1.07770	1.07771	1.07770	1.07770	11	0	1
2024.02.19	06:29:00	1.07770	1.07771	1.07766	1.07770	12	0	0
2024.02.19	06:30:00	1.07771	1.07771	1.07767	1.07768	9	0	0
2024.02.19	06:31:00	1.07767	1.07768	1.07765	1.07767	8	0	0
2024.02.19	06:32:00	1.07767	1.07771	1.07766	1.07771	9	0	0
2024.02.19	06:33:00	1.07771	1.07771	1.07767	1.07768	6	0	0
2024.02.19	06:34:00	1.07768	1.07779	1.07767	1.07779	18	0	1
2024.02.19	06:35:00	1.07779	1.07785	1.07777	1.07779	20	0	0
2024.02.19	06:36:00	1.07779	1.07781	1.07777	1.07777	13	0	0
2024.02.19	06:37:00	1.07776	1.07778	1.07771	1.07771	10	0	0
2024.02.19	06:38:00	1.07771	1.07772	1.07771	1.07771	3	0	1
2024.02.19	06:39:00	1.07771	1.07771	1.07771	1.07771	1	0	2
2024.02.19	06:40:00	1.07771	1.07773	1.07770	1.07773	9	0	1
2024.02.19	06:41:00	1.07773	1.07777	1.07773	1.07777	22	0	0
2024.02.19	06:42:00	1.07776	1.07777	1.07775	1.07777	13	0	1
2024.02.19	06:43:00	1.07779	1.07779	1.07776	1.07778	15	0	0
2024.02.19	06:44:00	1.07777	1.07786	1.07777	1.07785	23	0	1
2024.02.19	06:45:00	1.07786	1.07786	1.07781	1.07781	17	0	0
2024.02.19	06:46:00	1.07782	1.07784	1.07777	1.07780	20	0	0
2024.02.19	06:47:00	1.07780	1.07781	1.07779	1.07781	6	0	1
2024.02.19	06:48:00	1.07781	1.07782	1.07780	1.07781	19	0	2
2024.02.19	06:49:00	1.07782	1.07782	1.07781	1.07781	4	0	2
2024.02.19	06:50:00	1.07781	1.07781	1.07779	1.07781	5	0	2
2024.02.19	06:51:00	1.07782	1.07807	1.07751	1.07805	103	0	0
2024.02.19	06:52:00	1.07806	1.07811	1.07785	1.07786	56	0	0
2024.02.19	06:53:00	1.07785	1.07785	1.07766	1.07773	54	0	0
2024.02.19	06:54:00	1.07772	1.07773	1.07771	1.07771	25	0	0
2024.02.19	06:55:00	1.07771	1.07773	1.07770	1.07772	26	0	0
2024.02.19	06:56:00	1.07771	1.07773	1.07769	1.07769	44	0	0
2024.02.19	06:57:00	1.07768	1.07772	1.07766	1.07772	16	0	0
2024.02.19	06:58:00	1.07772	1.07774	1.07771	1.07772	11	0	0
2024.02.19	06:59:00	1.07772	1.07778	1.07771	1.07778	27	0	0
2024.02.19	07:00:00	1.07778	1.07789	1.07778	1.07780	56	0	0
2024.02.19	07:01:00	1.07780	1.07784	1.07779	1.07784	44	0	0
2024.02.19	07:02:00	1.07783	1.07783	1.07777	1.07777	28	0	0
2024.02.19	07:03:00	1.07776	1.07782	1.07774	1.07781	22	0	0
2024.02.19	07:04:00	1.07782	1.07782	1.07778	1.07781	25	0	0
2024.02.19	07:05:00	1.07780	1.07782	1.07776	1.07781	20	0	0
2024.02.19	07:06:00	1.07780	1.07782	1.07778	1.07781	26	0	0
2024.02.19	07:07:00	1.07782	1.07782	1.07779	1.07780	14	0	0
2024.02.19	07:08:00	1.07781	1.07782	1.07780	1.07781	19	0	0
2024.02.19	07:09:00	1.07780	1.07782	1.07780	1.07780	14	0	0
2024.02.19	07:10:00	1.07780	1.07781	1.07779	1.07780	21	0	0
2024.02.19	07:11:00	1.07779	1.07779	1.07773	1.07775	15	0	0
2024.02.19	07:12:00	1.07774	1.07775	1.07768	1.07770	25	0	1
2024.02.19	07:13:00	1.07769	1.07783	1.07769	1.07781	38	0	0
2024.02.19	07:14:00	1.07780	1.07782	1.07780	1.07782	23	0	0
2024.02.19	07:15:00	1.07783	1.07783	1.07779	1.07782	19	0	0
2024.02.19	07:16:00	1.07781	1.07788	1.07781	1.07788	28	0	0
2024.02.19	07:17:00	1.07787	1.07787	1.07784	1.07786	36	0	1
2024.02.19	07:18:00	1.07785	1.07793	1.07785	1.07789	34	0	0
2024.02.19	07:19:00	1.07788	1.07794	1.07788	1.07793	33	0	0
2024.02.19	07:20:00	1.07792	1.07794	1.07790	1.07791	40	0	0
2024.02.19	07:21:00	1.07790	1.07796	1.07789	1.07796	40	0	0
2024.02.19	07:22:00	1.07795	1.07799	1.07794	1.07798	55	0	0
2024.02.19	07:23:00	1.07797	1.07797	1.07793	1.07794	45	0	0
2024.02.19	07:24:00	1.07793	1.07797	1.07793	1.07796	30	0	0
2024.02.19	07:25:00	1.07797	1.07800	1.07796	1.07796	46	0	0
2024.02.19	07:26:00	1.07797	1.07799	1.07795	1.07796	28	0	0
2024.02.19	07:27:00	1.07797	1.07804	1.07796	1.07803	44	0	0
2024.02.19	07:28:00	1.07803	1.07804	1.07800	1.07803	11	0	0
2024.02.19	07:29:00	1.07802	1.07804	1.07802	1.07803	38	0	0
2024.02.19	07:30:00	1.07803	1.07815	1.07803	1.07808	38	0	0
2024.02.19	07:31:00	1.07809	1.07811	1.07806	1.07809	48	0	0
2024.02.19	07:32:00	1.07810	1.07815	1.07810	1.07812	31	0	0
2024.02.19	07:33:00	1.07813	1.07814	1.07806	1.07812	45	0	0
2024.02.19	07:34:00	1.07813	1.07823	1.07811	1.07820	45	0	0
2024.02.19	07:35:00	1.07819	1.07823	1.07817	1.07822	34	0	0
2024.02.19	07:36:00	1.07821	1.07823	1.07816	1.07817	49	0	0
2024.02.19	07:37:00	1.07816	1.07818	1.07815	1.07818	47	0	0
2024.02.19	07:38:00	1.07817	1.07823	1.07816	1.07822	43	0	0
2024.02.19	07:39:00	1.07823	1.07827	1.07822	1.07827	27	0	0
2024.02.19	07:40:00	1.07827	1.07828	1.07824	1.07826	16	0	0
2024.02.19	07:41:00	1.07827	1.07827	1.07821	1.07823	46	0	0
2024.02.19	07:42:00	1.07822	1.07824	1.07821	1.07823	38	0	0
2024.02.19	07:43:00	1.07824	1.07824	1.07821	1.07823	38	0	0
2024.02.19	07:44:00	1.07822	1.07823	1.07821	1.07823	14	0	0
2024.02.19	07:45:00	1.07822	1.07825	1.07819	1.07822	57	0	0
2024.02.19	07:46:00	1.07821	1.07823	1.07819	1.07822	57	0	0
2024.02.19	07:47:00	1.07823	1.07828	1.07820	1.07828	40	0	0
2024.02.19	07:48:00	1.07827	1.07828	1.07821	1.07823	35	0	0
2024.02.19	07:49:00	1.07822	1.07828	1.07821	1.07827	48	0	0
2024.02.19	07:50:00	1.07827	1.07828	1.07826	1.07826	6	0	0
2024.02.19	07:51:00	1.07827	1.07829	1.07827	1.07827	33	0	0
2024.02.19	07:52:00	1.07828	1.07828	1.07825	1.07826	33	0	0
2024.02.19	07:53:00	1.07825	1.07828	1.07825	1.07826	20	0	0
2024.02.19	07:54:00	1.07826	1.07828	1.07825	1.07827	24	0	0
2024.02.19	07:55:00	1.07828	1.07828	1.07821	1.07823	50	0	0
2024.02.19	07:56:00	1.07822	1.07825	1.07820	1.07821	45	0	0
2024.02.19	07:57:00	1.07822	1.07823	1.07820	1.07822	48	0	0
2024.02.19	07:58:00	1.07822	1.07826	1.07820	1.07824	59	0	0
2024.02.19	07:59:00	1.07824	1.07825	1.07817	1.07817	51	0	0
2024.02.19	08:00:00	1.07818	1.07818	1.07807	1.07813	32	0	0
2024.02.19	08:01:00	1.07814	1.07814	1.07809	1.07812	49	0	0
2024.02.19	08:02:00	1.07813	1.07813	1.07808	1.07808	22	0	0
2024.02.19	08:03:00	1.07809	1.07813	1.07803	1.07810	58	0	0
2024.02.19	08:04:00	1.07809	1.07814	1.07809	1.07813	25	0	0
2024.02.19	08:05:00	1.07814	1.07814	1.07808	1.07810	20	0	0
2024.02.19	08:06:00	1.07810	1.07810	1.07804	1.07805	13	0	0
2024.02.19	08:07:00	1.07804	1.07806	1.07804	1.07805	16	0	1
2024.02.19	08:08:00	1.07804	1.07806	1.07804	1.07805	14	0	1
2024.02.19	08:09:00	1.07805	1.07811	1.07804	1.07808	15	0	0
2024.02.19	08:10:00	1.07807	1.07814	1.07807	1.07814	15	0	0
2024.02.19	08:11:00	1.07815	1.07816	1.07811	1.07814	22	0	1
2024.02.19	08:12:00	1.07815	1.07815	1.07814	1.07815	9	0	2
2024.02.19	08:13:00	1.07816	1.07824	1.07816	1.07824	25	0	0
2024.02.19	08:14:00	1.07825	1.07830	1.07822	1.07827	19	0	1
2024.02.19	08:15:00	1.07828	1.07828	1.07821	1.07821	11	0	0
2024.02.19	08:16:00	1.07821	1.07822	1.07821	1.07822	4	0	1
2024.02.19	08:17:00	1.07823	1.07825	1.07819	1.07821	12	0	0
2024.02.19	08:18:00	1.07821	1.07825	1.07814	1.07820	41	0	1
2024.02.19	08:19:00	1.07820	1.07821	1.07819	1.07820	13	0	1
2024.02.19	08:20:00	1.07821	1.07821	1.07815	1.07816	30	0	0
2024.02.19	08:21:00	1.07817	1.07817	1.07806	1.07808	17	0	0
2024.02.19	08:22:00	1.07808	1.07809	1.07806	1.07808	25	0	0
2024.02.19	08:23:00	1.07807	1.07807	1.07801	1.07806	16	0	1
2024.02.19	08:24:00	1.07806	1.07807	1.07804	1.07805	18	0	0
2024.02.19	08:25:00	1.07805	1.07807	1.07801	1.07805	24	0	0
2024.02.19	08:26:00	1.07805	1.07806	1.07800	1.07803	12	0	1
2024.02.19	08:27:00	1.07803	1.07804	1.07800	1.07804	15	0	0
2024.02.19	08:28:00	1.07803	1.07816	1.07800	1.07816	39	0	0
2024.02.19	08:29:00	1.07817	1.07817	1.07809	1.07814	12	0	0
2024.02.19	08:30:00	1.07814	1.07827	1.07814	1.07821	30	0	0
2024.02.19	08:31:00	1.07821	1.07821	1.07813	1.07814	10	0	0
2024.02.19	08:32:00	1.07814	1.07820	1.07814	1.07817	16	0	0
2024.02.19	08:33:00	1.07818	1.07819	1.07814	1.07814	10	0	1
2024.02.19	08:34:00	1.07814	1.07819	1.07809	1.07809	14	0	0
2024.02.19	08:35:00	1.07809	1.07812	1.07808	1.07809	17	0	1
2024.02.19	08:36:00	1.07809	1.07815	1.07809	1.07811	23	0	0
2024.02.19	08:37:00	1.07810	1.07811	1.07809	1.07810	23	0	0
2024.02.19	08:38:00	1.07809	1.07812	1.07809	1.07812	10	0	0
2024.02.19	08:39:00	1.07813	1.07816	1.07809	1.07816	21	0	0
2024.02.19	08:40:00	1.07815	1.07829	1.07815	1.07826	25	0	0
2024.02.19	08:41:00	1.07827	1.07827	1.07820	1.07820	23	0	0
2024.02.19	08:42:00	1.07823	1.07826	1.07823	1.07824	26	0	1
2024.02.19	08:43:00	1.07825	1.07830	1.07825	1.07830	24	0	1
2024.02.19	08:44:00	1.07830	1.07836	1.07830	1.07833	22	0	1
2024.02.19	08:45:00	1.07835	1.07835	1.07829	1.07834	20	0	1
2024.02.19	08:46:00	1.07835	1.07835	1.07833	1.07833	7	0	0
2024.02.19	08:47:00	1.07833	1.07839	1.07833	1.07839	24	0	0
2024.02.19	08:48:00	1.07840	1.07841	1.07840	1.07840	5	0	2
2024.02.19	08:49:00	1.07841	1.07841	1.07835	1.07840	22	0	0
2024.02.19	08:50:00	1.07839	1.07839	1.07824	1.07828	25	0	0
2024.02.19	08:51:00	1.07829	1.07844	1.07829	1.07844	23	0	1
2024.02.19	08:52:00	1.07844	1.07846	1.07838	1.07839	12	0	1
2024.02.19	08:53:00	1.07839	1.07851	1.07839	1.07848	17	0	0
2024.02.19	08:54:00	1.07849	1.07859	1.07849	1.07855	32	0	0
2024.02.19	08:55:00	1.07856	1.07862	1.07854	1.07856	47	0	0
2024.02.19	08:56:00	1.07858	1.07860	1.07854	1.07859	43	0	0
2024.02.19	08:57:00	1.07860	1.07866	1.07860	1.07864	16	0	0
2024.02.19	08:58:00	1.07864	1.07865	1.07864	1.07864	7	0	0
2024.02.19	08:59:00	1.07865	1.07867	1.07862	1.07864	23	0	0
2024.02.19	09:00:00	1.07864	1.07874	1.07863	1.07863	74	0	0
2024.02.19	09:01:00	1.07863	1.07872	1.07862	1.07871	31	0	1
2024.02.19	09:02:00	1.07871	1.07871	1.07864	1.07867	36	0	0
2024.02.19	09:03:00	1.07868	1.07870	1.07866	1.07869	12	0	1
2024.02.19	09:04:00	1.07870	1.07871	1.07864	1.07864	17	0	1
2024.02.19	09:05:00	1.07865	1.07871	1.07865	1.07869	29	0	0
2024.02.19	09:06:00	1.07870	1.07871	1.07865	1.07869	26	0	0
2024.02.19	09:07:00	1.07869	1.07874	1.07867	1.07873	27	0	1
2024.02.19	09:08:00	1.07874	1.07877	1.07871	1.07873	34	0	0
2024.02.19	09:09:00	1.07874	1.07876	1.07870	1.07873	20	0	1
2024.02.19	09:10:00	1.07873	1.07878	1.07872	1.07875	34	0	0
2024.02.19	09:11:00	1.07875	1.07884	1.07875	1.07882	37	0	0
2024.02.19	09:12:00	1.07881	1.07885	1.07879	1.07881	23	0	0
2024.02.19	09:13:00	1.07882	1.07883	1.07880	1.07882	25	0	0
2024.02.19	09:14:00	1.07882	1.07882	1.07879	1.07881	16	0	0
2024.02.19	09:15:00	1.07880	1.07881	1.07878	1.07878	18	0	0
2024.02.19	09:16:00	1.07878	1.07881	1.07878	1.07880	15	0	0
2024.02.19	09:17:00	1.07880	1.07885	1.07880	1.07882	36	0	0
2024.02.19	09:18:00	1.07883	1.07883	1.07876	1.07880	24	0	0
2024.02.19	09:19:00	1.07880	1.07893	1.07880	1.07892	31	0	0
2024.02.19	09:20:00	1.07892	1.07892	1.07877	1.07880	24	0	0
2024.02.19	09:21:00	1.07881	1.07885	1.07878	1.07885	21	0	0
2024.02.19	09:22:00	1.07885	1.07886	1.07875	1.07876	22	0	0
2024.02.19	09:23:00	1.07876	1.07878	1.07872	1.07876	19	0	0
2024.02.19	09:24:00	1.07876	1.07881	1.07876	1.07880	24	0	0
2024.02.19	09:25:00	1.07880	1.07880	1.07875	1.07876	13	0	0
2024.02.19	09:26:00	1.07876	1.07879	1.07874	1.07876	26	0	0
2024.02.19	09:27:00	1.07877	1.07880	1.07871	1.07872	18	0	0
2024.02.19	09:28:00	1.07872	1.07877	1.07872	1.07876	15	0	0
2024.02.19	09:29:00	1.07875	1.07876	1.07865	1.07867	28	0	0
2024.02.19	09:30:00	1.07868	1.07873	1.07866	1.07870	27	0	0
2024.02.19	09:31:00	1.07870	1.07878	1.07870	1.07878	18	0	1
2024.02.19	09:32:00	1.07878	1.07888	1.07877	1.07883	37	0	1
2024.02.19	09:33:00	1.07884	1.07885	1.07876	1.07882	26	0	0
2024.02.19	09:34:00	1.07883	1.07887	1.07881	1.07886	20	0	0
2024.02.19	09:35:00	1.07886	1.07887	1.07870	1.07871	31	0	0
2024.02.19	09:36:00	1.07871	1.07876	1.07870	1.07872	39	0	0
2024.02.19	09:37:00	1.07873	1.07876	1.07871	1.07874	33	0	0
2024.02.19	09:38:00	1.07873	1.07874	1.07869	1.07871	23	0	0
2024.02.19	09:39:00	1.07871	1.07872	1.07865	1.07868	40	0	0
2024.02.19	09:40:00	1.07868	1.07876	1.07864	1.07865	41	0	0
2024.02.19	09:41:00	1.07866	1.07867	1.07860	1.07864	45	0	1
2024.02.19	09:42:00	1.07864	1.07869	1.07860	1.07866	50	0	0
2024.02.19	09:43:00	1.07865	1.07868	1.07864	1.07867	52	0	0
2024.02.19	09:44:00	1.07866	1.07867	1.07861	1.07861	54	0	0
2024.02.19	09:45:00	1.07861	1.07861	1.07852	1.07853	43	0	0
2024.02.19	09:46:00	1.07853	1.07853	1.07839	1.07839	32	0	0
2024.02.19	09:47:00	1.07840	1.07840	1.07835	1.07835	38	0	0
2024.02.19	09:48:00	1.07834	1.07836	1.07831	1.07835	27	0	1
2024.02.19	09:49:00	1.07836	1.07844	1.07836	1.07839	43	0	0
2024.02.19	09:50:00	1.07840	1.07851	1.07836	1.07851	42	0	0
2024.02.19	09:51:00	1.07852	1.07863	1.07848	1.07861	46	0	0
2024.02.19	09:52:00	1.07862	1.07864	1.07854	1.07854	65	0	0
2024.02.19	09:53:00	1.07854	1.07854	1.07840	1.07841	35	0	0
2024.02.19	09:54:00	1.07842	1.07843	1.07834	1.07837	45	0	0
2024.02.19	09:55:00	1.07837	1.07839	1.07830	1.07831	30	0	0
2024.02.19	09:56:00	1.07831	1.07833	1.07826	1.07829	49	0	0
2024.02.19	09:57:00	1.07830	1.07834	1.07820	1.07821	62	0	0
2024.02.19	09:58:00	1.07820	1.07827	1.07813	1.07825	44	0	0
2024.02.19	09:59:00	1.07826	1.07831	1.07824	1.07826	58	0	0
2024.02.19	10:00:00	1.07829	1.07831	1.07824	1.07829	82	0	0
2024.02.19	10:01:00	1.07829	1.07848	1.07827	1.07844	82	0	0
2024.02.19	10:02:00	1.07845	1.07845	1.07824	1.07842	83	0	0
2024.02.19	10:03:00	1.07841	1.07850	1.07838	1.07848	67	0	0
2024.02.19	10:04:00	1.07848	1.07849	1.07838	1.07849	51	0	0
2024.02.19	10:05:00	1.07850	1.07853	1.07845	1.07849	45	0	0
2024.02.19	10:06:00	1.07849	1.07853	1.07841	1.07851	75	0	0
2024.02.19	10:07:00	1.07851	1.07855	1.07841	1.07846	51	0	0
2024.02.19	10:08:00	1.07846	1.07852	1.07841	1.07850	86	0	0
2024.02.19	10:09:00	1.07850	1.07850	1.07842	1.07847	63	0	0
2024.02.19	10:10:00	1.07847	1.07855	1.07843	1.07851	52	0	0
2024.02.19	10:11:00	1.07852	1.07862	1.07846	1.07860	56	0	0
2024.02.19	10:12:00	1.07860	1.07862	1.07851	1.07857	38	0	0
2024.02.19	10:13:00	1.07856	1.07861	1.07850	1.07857	34	0	0
2024.02.19	10:14:00	1.07857	1.07859	1.07850	1.07858	28	0	0
2024.02.19	10:15:00	1.07859	1.07864	1.07858	1.07860	28	0	0
2024.02.19	10:16:00	1.07860	1.07860	1.07850	1.07857	47	0	0
2024.02.19	10:17:00	1.07857	1.07863	1.07856	1.07860	68	0	0
2024.02.19	10:18:00	1.07861	1.07861	1.07850	1.07851	56	0	1
2024.02.19	10:19:00	1.07850	1.07856	1.07842	1.07854	109	0	0
2024.02.19	10:20:00	1.07855	1.07856	1.07842	1.07848	60	0	0
2024.02.19	10:21:00	1.07849	1.07850	1.07833	1.07839	51	0	0
2024.02.19	10:22:00	1.07839	1.07846	1.07834	1.07836	81	0	0
2024.02.19	10:23:00	1.07837	1.07848	1.07835	1.07847	68	0	0
2024.02.19	10:24:00	1.07848	1.07848	1.07826	1.07846	91	0	1
2024.02.19	10:25:00	1.07847	1.07858	1.07847	1.07854	101	0	0
2024.02.19	10:26:00	1.07854	1.07865	1.07850	1.07865	51	0	0
2024.02.19	10:27:00	1.07865	1.07867	1.07860	1.07864	56	0	0
2024.02.19	10:28:00	1.07865	1.07872	1.07859	1.07861	65	0	0
2024.02.19	10:29:00	1.07861	1.07869	1.07860	1.07867	102	0	0
2024.02.19	10:30:00	1.07866	1.07867	1.07855	1.07864	60	0	0
2024.02.19	10:31:00	1.07865	1.07868	1.07852	1.07854	105	0	0
2024.02.19	10:32:00	1.07855	1.07859	1.07851	1.07853	81	0	0
2024.02.19	10:33:00	1.07854	1.07854	1.07834	1.07836	94	0	0
2024.02.19	10:34:00	1.07837	1.07846	1.07832	1.07846	67	0	0
2024.02.19	10:35:00	1.07845	1.07846	1.07835	1.07839	80	0	0
2024.02.19	10:36:00	1.07839	1.07844	1.07831	1.07832	101	0	0
2024.02.19	10:37:00	1.07832	1.07833	1.07820	1.07820	58	0	0
2024.02.19	10:38:00	1.07821	1.07825	1.07818	1.07820	65	0	0
2024.02.19	10:39:00	1.07821	1.07834	1.07820	1.07831	55	0	0
2024.02.19	10:40:00	1.07832	1.07837	1.07828	1.07834	28	0	0
2024.02.19	10:41:00	1.07835	1.07844	1.07827	1.07827	66	0	0
2024.02.19	10:42:00	1.07827	1.07828	1.07819	1.07821	59	0	0
2024.02.19	10:43:00	1.07822	1.07829	1.07820	1.07828	60	0	0
2024.02.19	10:44:00	1.07827	1.07831	1.07826	1.07827	57	0	0
2024.02.19	10:45:00	1.07826	1.07834	1.07825	1.07833	72	0	0
2024.02.19	10:46:00	1.07834	1.07844	1.07831	1.07842	93	0	0
2024.02.19	10:47:00	1.07843	1.07845	1.07836	1.07838	68	0	0
2024.02.19	10:48:00	1.07837	1.07841	1.07830	1.07831	34	0	0
2024.02.19	10:49:00	1.07830	1.07834	1.07826	1.07828	66	0	0
2024.02.19	10:50:00	1.07829	1.07834	1.07827	1.07827	69	0	0
2024.02.19	10:51:00	1.07826	1.07829	1.07811	1.07813	75	0	0
2024.02.19	10:52:00	1.07813	1.07814	1.07806	1.07813	53	0	0
2024.02.19	10:53:00	1.07814	1.07819	1.07813	1.07818	73	0	0
2024.02.19	10:54:00	1.07818	1.07823	1.07811	1.07812	43	0	0
2024.02.19	10:55:00	1.07813	1.07813	1.07790	1.07790	95	0	0
2024.02.19	10:56:00	1.07790	1.07790	1.07771	1.07773	65	0	0
2024.02.19	10:57:00	1.07772	1.07772	1.07762	1.07764	111	0	0
2024.02.19	10:58:00	1.07765	1.07774	1.07764	1.07772	93	0	0
2024.02.19	10:59:00	1.07771	1.07793	1.07769	1.07783	102	0	0
2024.02.19	11:00:00	1.07783	1.07787	1.07779	1.07787	55	0	0
2024.02.19	11:01:00	1.07787	1.07789	1.07779	1.07788	53	0	0
2024.02.19	11:02:00	1.07788	1.07790	1.07780	1.07781	29	0	0
2024.02.19	11:03:00	1.07780	1.07793	1.07777	1.07793	42	0	0
2024.02.19	11:04:00	1.07794	1.07833	1.07794	1.07827	74	0	0
2024.02.19	11:05:00	1.07828	1.07829	1.07812	1.07828	81	0	0
